Ack,Android_ID,App_Name,At_Home,Current_Activity,Latency,Goal_Alignment,Intervention_Type,Sleepiness,Prolific_ID,Rshci 1,Rshci 2,Rshci 3,Rshci 4,Rshci 5,Valence,Satisfaction,Agency,Multitasking,Social_Situation,Stress,Timestamp,Usefulness,Gender,Age,Impulsivity[Imp1],Impulsivity[Imp2],Impulsivity[Imp3],Impulsivity[Imp4],Impulsivity[Imp5],Impulsivity[Imp6],Impulsivity[Imp7],Impulsivity[Imp8],Impulsivity[Imp9],Impulsivity[Imp10],Impulsivity[Imp11],Impulsivity[Imp12],Impulsivity[Imp13],Impulsivity[Imp14],Impulsivity[Imp15],Anxiety[Anx1],Anxiety[Anx2],Anxiety[Anx3],Anxiety[Anx4],Anxiety[Anx5],SelfControl[SC1],SelfControl[SC2],SelfControl[SC3],SelfControl[SC4],SelfControl[SC5],SelfControl[SC6],SelfControl[SCATC],SelfControl[SC7],SelfControl[SC8],SelfControl[SC9],SelfControl[SC10],SelfControl[SC11],SelfControl[SC12],SelfControl[SC13],FOMO[Fomo1],FOMO[Fomo2],FOMO[Fomo3],FOMO[Fomo4],FOMO[Fomo5]
True,ed14d957718ea4a9,,True,2,27,2,SpotOverlay,8,6654ec982cb90af6e8bc7219,5,5,5,5,5,3,2,7,Yes,alone,7,Apr 5 13:23:08,2,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,Facebook,True,-3,38,2,Vibration,9,6654ec982cb90af6e8bc7219,5,5,5,5,5,2,2,6,Yes,alone,4,Apr 5 02:11:53,2,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,Facebook,True,1,195,3,SpotOverlay,7,6654ec982cb90af6e8bc7219,5,5,5,5,5,4,4,6,Yes,alone,6,Apr 5 10:51:32,4,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,,True,3,0,1,Pop-Up,9,6654ec982cb90af6e8bc7219,5,5,5,4,4,4,3,6,Yes,alone,8,Apr 2 09:19:15,2,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,,True,1,0,4,Pop-Up,7,6654ec982cb90af6e8bc7219,5,5,4,4,4,4,5,7,Yes,alone,6,Apr 3 21:21:43,4,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,Facebook,True,1,11,4,Vibration,7,6654ec982cb90af6e8bc7219,5,5,5,4,4,4,4,5,Yes,alone,6,Apr 6 21:59:29,3,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,Facebook,True,-1,0,5,Pop-Up,9,6654ec982cb90af6e8bc7219,5,5,5,5,4,3,4,6,Yes,alone,6,Apr 3 10:00:18,3,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,Facebook,True,-2,47,4,Vibration,8,6654ec982cb90af6e8bc7219,5,5,5,4,4,3,3,6,Yes,alone,4,Apr 4 09:47:23,4,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,ed14d957718ea4a9,Facebook,True,2,58,2,SpotOverlay,6,6654ec982cb90af6e8bc7219,5,5,5,5,5,3,2,6,Yes,alone,7,Apr 7 14:48:59,2,Male,42.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,30,3,SpotOverlay,2,665629a30c7e3f40e8f3d1d5,4,4,4,5,4,4,4,6,No,alone,4,Mar 19 17:46:23,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,8,4,Pop-Up,4,665629a30c7e3f40e8f3d1d5,4,4,4,4,5,3,2,5,No,friends,1,Mar 16 18:20:50,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,78,4,SpotOverlay,7,665629a30c7e3f40e8f3d1d5,3,4,3,4,4,3,4,3,No,friends,2,Mar 17 20:40:43,5,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,38,4,Pop-Up,6,665629a30c7e3f40e8f3d1d5,3,4,3,4,4,4,4,6,Yes,alone,3,Mar 14 17:25:02,3,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,105,4,SpotOverlay,4,665629a30c7e3f40e8f3d1d5,3,4,4,4,2,4,2,5,No,alone,0,Mar 13 18:42:40,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,0,4,Vibration,4,665629a30c7e3f40e8f3d1d5,4,4,4,4,5,3,2,6,Yes,alone,2,Mar 14 11:16:05,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,135,4,SpotOverlay,4,665629a30c7e3f40e8f3d1d5,4,4,4,5,4,4,2,6,No,friends,0,Mar 16 18:03:39,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,61,4,SpotOverlay,3,665629a30c7e3f40e8f3d1d5,4,3,3,4,4,4,3,6,Yes,alone,1,Mar 17 14:31:27,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,,False,-1,3,3,Pop-Up,7,665629a30c7e3f40e8f3d1d5,4,4,3,3,4,3,3,4,No,friends,5,Mar 12 14:11:22,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,85,4,SpotOverlay,7,665629a30c7e3f40e8f3d1d5,3,3,4,4,2,4,5,5,Yes,alone,4,Mar 13 11:06:40,3,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,False,-1,16,3,Pop-Up,7,665629a30c7e3f40e8f3d1d5,4,3,3,3,4,3,3,4,No,friends,5,Mar 12 14:09:35,2,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,178,4,Pop-Up,7,665629a30c7e3f40e8f3d1d5,3,3,2,3,2,2,4,4,No,alone,7,Mar 11 15:52:58,5,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,0fe191f9ca231157,Facebook,True,-3,71,5,SpotOverlay,6,665629a30c7e3f40e8f3d1d5,3,4,3,4,4,4,5,4,No,alone,0,Mar 17 09:16:15,4,Non-binary,32.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0
True,bf6bad829e2d24de,Facebook,False,-2,4,4,Pop-Up,3,6658b1babc17230af657c303,4,3,2,3,3,3,5,5,No,alone,3,Mar 11 06:13:45,3,Male,39.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
True,bf6bad829e2d24de,Facebook,True,-3,44,4,Vibration,6,6658b1babc17230af657c303,4,4,3,4,4,3,4,4,No,friends,0,Mar 9 23:17:30,4,Male,39.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
True,bf6bad829e2d24de,Facebook,True,-2,21,1,SpotOverlay,4,6658b1babc17230af657c303,4,4,4,4,4,2,2,3,No,friends,7,Mar 11 22:16:26,1,Male,39.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
True,bf6bad829e2d24de,Facebook,True,-1,24,4,SpotOverlay,6,6658b1babc17230af657c303,4,3,3,2,3,3,4,4,No,alone,4,Mar 14 08:35:13,4,Male,39.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
True,bf6bad829e2d24de,Facebook,False,0,58,5,Vibration,7,6658b1babc17230af657c303,3,3,3,3,4,3,5,4,No,alone,2,Mar 10 22:53:08,5,Male,39.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
True,bf6bad829e2d24de,Facebook,False,-1,31,4,Vibration,7,6658b1babc17230af657c303,3,3,3,3,3,4,5,4,No,alone,3,Mar 12 23:21:19,6,Male,39.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0
True,1f162dad1122572c,Instagram,True,-2,9,5,Vibration,6,6658b258347b527af5f3ba36,4,2,2,4,5,4,5,3,No,alone,2,Apr 1 08:42:01,5,Male,19.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
True,f6fe196aecb54960,TikTok,True,-3,28,4,Vibration,6,6658b7f8aab263fcab6c8f97,5,4,4,4,5,3,3,6,No,friends,0,Mar 2 12:55:37,2,Female,24.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
True,c464e710279b3a03,Instagram,True,-2,44,4,Pop-Up,8,6658b97a550b0dbb23385b16,4,4,4,4,4,3,4,4,No,friends,3,Mar 12 21:56:01,4,Female,32.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0
True,c464e710279b3a03,Instagram,True,-1,33,4,Vibration,5,6658b97a550b0dbb23385b16,4,4,4,4,4,3,4,4,No,friends,4,Mar 7 06:53:33,4,Female,32.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0
True,c464e710279b3a03,Facebook,True,-1,46,5,SpotOverlay,7,6658b97a550b0dbb23385b16,4,4,4,4,4,3,4,4,No,friends,5,Mar 4 21:41:28,5,Female,32.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0
True,a6156ef9c7de69fd,Facebook,True,-3,66,6,Vibration,4,6658d06ebb57e6360147fbd6,4,4,3,2,4,4,5,6,Yes,friends,6,Mar 23 14:36:24,6,Female,48.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,3.0,2.0
True,a6156ef9c7de69fd,,True,1,0,6,Vibration,6,6658d06ebb57e6360147fbd6,4,5,4,3,3,3,5,5,Yes,alone,4,Mar 17 12:10:30,6,Female,48.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,3.0,2.0
True,3f03ea9f79ece8d2,TikTok,True,1,324,5,Pop-Up,7,665910d96668b5777caab931,5,5,5,5,5,3,4,7,Yes,friends,7,Mar 10 01:09:38,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,2,200,4,Vibration,6,665910d96668b5777caab931,5,5,5,5,5,3,5,7,Yes,friends,6,Mar 13 23:57:07,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,1,34,4,Vibration,7,665910d96668b5777caab931,4,4,4,4,4,3,6,7,Yes,friends,6,Mar 10 00:47:49,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,,True,1,13,2,Pop-Up,7,665910d96668b5777caab931,5,5,5,5,5,1,2,2,Yes,friends,7,Mar 10 23:56:36,2,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,1,214,4,Vibration,7,665910d96668b5777caab931,5,5,5,5,5,3,4,7,Yes,friends,6,Mar 18 00:58:12,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,-1,126,3,SpotOverlay,8,665910d96668b5777caab931,5,5,5,5,5,3,3,5,Yes,friends,5,Mar 12 11:46:37,2,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,-2,0,4,SpotOverlay,7,665910d96668b5777caab931,5,5,5,3,4,3,5,6,Yes,friends,4,Mar 17 00:20:18,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,,True,1,5,4,Pop-Up,7,665910d96668b5777caab931,5,5,5,5,5,3,6,7,Yes,friends,6,Mar 10 23:35:10,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,2,249,6,Vibration,7,665910d96668b5777caab931,5,5,5,5,5,3,5,7,Yes,friends,6,Mar 14 23:56:48,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,1,2043,4,Pop-Up,7,665910d96668b5777caab931,5,4,4,4,4,3,5,6,Yes,friends,6,Mar 10 00:31:03,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,,True,1,109,5,SpotOverlay,7,665910d96668b5777caab931,5,5,5,5,5,3,3,1,Yes,friends,7,Mar 14 00:16:48,3,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,TikTok,True,1,90,4,Vibration,7,665910d96668b5777caab931,5,5,5,5,5,3,4,4,Yes,friends,5,Mar 11 00:48:22,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,3f03ea9f79ece8d2,,True,1,278,4,Vibration,7,665910d96668b5777caab931,5,5,5,5,5,3,5,6,Yes,friends,6,Mar 14 00:40:06,4,Female,40.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0
True,ad17efec2eb80923,TikTok,True,-2,295,6,Pop-Up,6,6659e2efdb732dbd7f707a98,4,4,4,4,4,4,5,6,No,alone,4,Mar 5 05:06:32,4,Male,20.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
True,ad17efec2eb80923,TikTok,True,-3,20,1,Pop-Up,5,6659e2efdb732dbd7f707a98,4,5,5,5,5,2,1,2,No,alone,5,Mar 5 05:13:38,1,Male,20.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
True,ad17efec2eb80923,TikTok,True,-2,19,5,Vibration,6,6659e2efdb732dbd7f707a98,4,3,4,4,4,4,5,3,No,alone,3,Mar 4 22:47:05,5,Male,20.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
True,ad17efec2eb80923,TikTok,True,-3,11,5,Pop-Up,7,6659e2efdb732dbd7f707a98,4,4,4,4,4,4,5,7,No,alone,4,Mar 5 04:26:25,5,Male,20.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
True,ad17efec2eb80923,TikTok,True,0,69,5,SpotOverlay,8,6659e2efdb732dbd7f707a98,5,4,4,4,4,4,5,6,Yes,alone,5,Mar 3 16:05:34,4,Male,20.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
