Ack,Android_ID,App_Name,At_Home,Current_Activity,Latency,Goal_Alignment,Intervention_Type,Sleepiness,Prolific_ID,Rshci 1,Rshci 2,Rshci 3,Rshci 4,Rshci 5,Valence,Satisfaction,Agency,Multitasking,Social_Situation,Stress,Timestamp,Usefulness,Gender,Age,Impulsivity[Imp1],Impulsivity[Imp2],Impulsivity[Imp3],Impulsivity[Imp4],Impulsivity[Imp5],Impulsivity[Imp6],Impulsivity[Imp7],Impulsivity[Imp8],Impulsivity[Imp9],Impulsivity[Imp10],Impulsivity[Imp11],Impulsivity[Imp12],Impulsivity[Imp13],Impulsivity[Imp14],Impulsivity[Imp15],Anxiety[Anx1],Anxiety[Anx2],Anxiety[Anx3],Anxiety[Anx4],Anxiety[Anx5],SelfControl[SC1],SelfControl[SC2],SelfControl[SC3],SelfControl[SC4],SelfControl[SC5],SelfControl[SC6],SelfControl[SCATC],SelfControl[SC7],SelfControl[SC8],SelfControl[SC9],SelfControl[SC10],SelfControl[SC11],SelfControl[SC12],SelfControl[SC13],FOMO[Fomo1],FOMO[Fomo2],FOMO[Fomo3],FOMO[Fomo4],FOMO[Fomo5]
True,5069d714c34fe3dd,Instagram,True,-3,77,2,Vibration,7,56d7623f04c67d000c7b9de6,4,4,4,4,4,3,2,2,No,alone,0,Mar 25 21:25:58,2,Female,35.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0
True,5069d714c34fe3dd,,False,3,0,4,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,7,Yes,alone,0,Mar 19 08:31:07,4,Female,35.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0
True,5069d714c34fe3dd,,True,2,0,3,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,6,Yes,alone,0,Mar 19 07:24:19,3,Female,35.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0
True,5069d714c34fe3dd,Instagram,True,-3,105,2,SpotOverlay,5,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,2,2,No,alone,0,Mar 23 17:49:26,2,Female,35.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0
True,5069d714c34fe3dd,,True,-1,0,4,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,6,Yes,friends,0,Mar 22 12:13:22,3,Female,35.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0
True,5069d714c34fe3dd,,True,1,0,5,Pop-Up,7,56d7623f04c67d000c7b9de6,4,4,4,4,4,2,6,7,Yes,friends,0,Mar 26 07:50:57,5,Female,35.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0
True,b6c05014b7b1c227,TikTok,True,2,36,5,Vibration,3,586400dfec49b5000158fbea,4,3,4,3,3,2,5,3,No,friends,6,Feb 24 08:19:02,5,Female,38.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0
True,b6c05014b7b1c227,Facebook,True,-1,35,4,SpotOverlay,6,586400dfec49b5000158fbea,4,4,3,2,2,3,5,3,No,alone,6,Feb 20 00:38:56,5,Female,38.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0
True,2958d2d993c52423,TikTok,True,-3,276,3,Vibration,6,5869950b8596530001079aba,3,4,4,4,4,1,4,3,No,friends,6,Mar 8 21:46:39,4,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-1,168,3,SpotOverlay,4,5869950b8596530001079aba,2,2,3,3,3,3,4,2,No,friends,3,Mar 7 19:06:08,5,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-3,7,2,Pop-Up,6,5869950b8596530001079aba,4,2,4,4,3,1,2,2,No,friends,6,Mar 8 22:02:49,2,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-3,199,3,SpotOverlay,6,5869950b8596530001079aba,4,4,4,4,4,1,3,6,No,friends,7,Mar 9 20:05:00,5,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-1,294,4,Vibration,4,5869950b8596530001079aba,2,4,2,2,3,3,4,2,No,friends,5,Mar 4 19:02:14,5,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-3,0,6,Vibration,6,5869950b8596530001079aba,3,2,2,2,3,3,3,3,No,friends,5,Mar 5 23:22:15,2,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-3,186,6,Vibration,5,5869950b8596530001079aba,3,2,4,2,3,3,4,6,No,alone,4,Mar 2 23:54:57,4,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-2,40,5,Vibration,4,5869950b8596530001079aba,2,2,2,2,2,2,4,3,No,alone,1,Mar 4 05:04:42,6,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-2,86,5,Vibration,5,5869950b8596530001079aba,3,2,1,1,2,3,5,5,No,alone,3,Mar 3 23:52:01,5,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,2958d2d993c52423,TikTok,True,-2,5,4,Pop-Up,6,5869950b8596530001079aba,3,3,2,2,2,3,4,3,No,alone,4,Mar 2 15:09:13,5,Male,37.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
True,a5b1c6388c43a0ad,YouTube,True,-3,405,5,Pop-Up,7,5928df79366dc80001d0b788,3,4,2,3,3,4,6,6,No,alone,2,Mar 1 09:02:38,6,Male,39.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0
True,e57ed49de6df5f30,Facebook,True,-2,0,5,SpotOverlay,4,595a52b2e05ca8000133f5d0,3,4,2,3,3,4,4,3,Yes,friends,3,Mar 7 19:14:38,5,Female,42.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0
True,e57ed49de6df5f30,Facebook,True,-2,6,5,Pop-Up,8,595a52b2e05ca8000133f5d0,3,4,4,3,3,2,5,5,No,alone,7,Mar 3 00:19:46,5,Female,42.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0
True,e57ed49de6df5f30,,True,-2,12,5,Pop-Up,4,595a52b2e05ca8000133f5d0,3,4,4,4,4,3,3,5,No,alone,4,Mar 7 22:31:00,5,Female,42.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0
True,e57ed49de6df5f30,,True,-2,2,4,Pop-Up,7,595a52b2e05ca8000133f5d0,4,4,3,3,3,2,4,3,Yes,friends,5,Mar 5 03:06:37,5,Female,42.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0
True,e57ed49de6df5f30,Facebook,True,-3,5,6,Pop-Up,5,595a52b2e05ca8000133f5d0,4,4,4,3,3,3,4,3,No,alone,3,Mar 7 23:09:16,4,Female,42.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0
True,e57ed49de6df5f30,,True,-2,31,5,SpotOverlay,7,595a52b2e05ca8000133f5d0,3,3,2,2,2,2,5,2,No,alone,6,Mar 2 22:41:23,6,Female,42.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0
True,241691210d262550,Instagram,False,2,73,4,SpotOverlay,6,59900f959d487e0001ac3a8e,3,4,4,4,4,4,3,4,No,alone,0,Mar 21 14:04:22,3,Female,34.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
True,241691210d262550,,True,3,1132,4,Pop-Up,7,59900f959d487e0001ac3a8e,3,3,3,3,3,5,6,6,No,friends,0,Mar 23 14:52:41,4,Female,34.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
True,241691210d262550,Instagram,True,0,51,4,Vibration,7,59900f959d487e0001ac3a8e,3,3,4,4,4,5,4,6,No,alone,3,Mar 27 20:25:55,4,Female,34.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
True,241691210d262550,Instagram,True,-3,39,3,SpotOverlay,4,59900f959d487e0001ac3a8e,4,4,4,4,4,4,4,4,No,friends,0,Mar 26 07:00:44,3,Female,34.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
True,241691210d262550,TikTok,False,0,125,4,Vibration,6,59900f959d487e0001ac3a8e,4,4,4,4,4,4,4,6,Yes,friends,0,Mar 21 15:05:37,3,Female,34.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
True,73695bcf9b47ffe7,YouTube,False,1,46,3,Pop-Up,2,5a1d8489ab721b0001ef95cc,5,5,5,5,5,4,5,7,Yes,alone,3,Mar 10 14:35:58,2,Male,37.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0
True,73695bcf9b47ffe7,YouTube,False,2,71,1,Vibration,2,5a1d8489ab721b0001ef95cc,5,5,5,5,5,5,3,7,No,alone,0,Mar 13 16:55:03,1,Male,37.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0
True,73695bcf9b47ffe7,YouTube,False,1,340,5,Vibration,4,5a1d8489ab721b0001ef95cc,5,5,5,5,5,4,4,7,No,alone,1,Mar 10 17:00:22,5,Male,37.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0
True,73695bcf9b47ffe7,,True,-1,0,3,Pop-Up,5,5a1d8489ab721b0001ef95cc,5,4,4,3,5,3,4,7,No,friends,2,Mar 10 07:41:50,1,Male,37.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0
True,1241c164cd1f12dd,Facebook,False,-1,338,3,Pop-Up,3,5a2ef9bbfd28e9000102ee68,3,4,4,4,5,4,5,5,Yes,alone,4,Mar 4 11:54:19,4,Female,53.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
True,84d578de49e75bcc,Facebook,True,-3,60,5,Vibration,7,5a6d5ae19d65ec00017e9bae,5,4,4,4,4,3,5,3,No,alone,0,Apr 6 05:58:00,4,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,68,3,SpotOverlay,2,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,3,3,No,alone,1,Mar 30 08:54:20,4,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-2,23,6,Vibration,4,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,5,6,No,friends,1,Mar 23 16:55:12,6,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,68,7,SpotOverlay,5,5a6d5ae19d65ec00017e9bae,5,4,4,4,4,4,3,4,No,friends,1,Mar 20 18:42:46,4,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,63,5,SpotOverlay,8,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,3,3,4,No,alone,0,Mar 20 22:52:46,5,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,29,5,SpotOverlay,4,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,5,3,No,friends,1,Mar 28 20:54:02,5,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,42,4,Vibration,5,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,4,4,No,alone,0,Apr 5 05:34:19,5,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-2,162,5,Vibration,4,5a6d5ae19d65ec00017e9bae,5,4,4,4,4,4,3,6,No,alone,1,Mar 22 14:06:32,5,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,21,6,SpotOverlay,7,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,2,5,4,No,alone,0,Mar 21 05:09:49,6,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,41,4,SpotOverlay,4,5a6d5ae19d65ec00017e9bae,5,4,4,4,4,3,3,2,No,alone,1,Mar 21 21:33:56,3,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,37,4,SpotOverlay,5,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,3,3,3,No,alone,0,Mar 22 03:08:20,4,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,50,3,SpotOverlay,2,5a6d5ae19d65ec00017e9bae,5,5,5,4,4,3,3,3,No,alone,0,Mar 21 04:00:42,3,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,53,3,Vibration,7,5a6d5ae19d65ec00017e9bae,4,5,4,4,4,3,2,3,No,alone,1,Mar 20 22:35:03,5,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,4,7,Pop-Up,9,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,2,6,4,No,alone,0,Mar 22 06:00:46,7,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,33,2,SpotOverlay,5,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,3,6,1,No,alone,0,Mar 18 14:30:36,6,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,197,5,Pop-Up,3,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,4,6,No,alone,1,Mar 23 16:10:23,6,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,,True,-3,0,5,Pop-Up,7,5a6d5ae19d65ec00017e9bae,5,5,4,4,4,3,4,5,No,alone,0,Mar 24 23:33:28,7,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
True,84d578de49e75bcc,Facebook,True,-3,33,4,Vibration,2,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,3,4,3,No,alone,1,Mar 30 08:37:40,4,Female,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
